,沪铜指数,,,,沪铝指数,,,,沪锌指数,,,,沪镍指数,,,,沪铅指数,,,,铁矿指数,,,,螺纹指数,,,,热卷指数,,,,焦炭指数,,,,焦煤指数,,,,玉米指数,,,,动煤指数,,,,豆粕指数,,,,郑糖指数,,,,沪胶指数,,,,连豆指数,,,,沪银指数,,,,沪金指数,,,,胶板指数,,,,豆二指数,,,,沥青指数,,,,郑棉指数,,,,淀粉指数,,,,纤板指数,,,,玻璃指数,,,,燃油指数,,,,鸡蛋指数,,,,粳稻指数,,,,塑料指数,,,,晚稻指数,,,,甲醇指数,,,,菜油指数,,,,棕榈指数,,,,普麦指数,,,,PP指数,,,,早稻指数,,,,菜粕指数,,,,菜籽指数,,,,硅铁指数,,,,锰硅指数,,,,沪锡指数,,,,TA指数,,,,PVC指数,,,,强麦指数,,,,线材指数,,,,豆油指数,
2016-05-24,35181.7967,0.0232,,2016-05-24,12213.6269,-0.0341,,2016-05-24,14473.0349,-2.3771,,2016-05-24,67122.0670,-0.2440,,2016-05-24,12649.7885,-0.4611,,2016-05-24,344.8228,-0.7563,,2016-05-24,1950.6080,0.4607,,2016-05-24,2149.2467,1.3587,,2016-05-24,821.6971,-3.8705,,2016-05-24,657.5077,-4.4967,,2016-05-24,1560.6011,-0.1101,,2016-05-24,389.3307,-1.8045,,2016-05-24,2753.4297,-3.6572,,2016-05-24,5568.7965,-0.6568,,2016-05-24,10609.3412,0.4432,,2016-05-24,3558.1830,-3.0912,,2016-05-24,3599.3520,-0.7205,,2016-05-24,263.4408,-0.6722,,2016-05-24,81.2000,0.0000,,2016-05-24,3530.4959,0.7478,,2016-05-24,1829.1351,-1.4373,,2016-05-24,12414.5828,0.3643,,2016-05-24,2084.9975,0.5207,,2016-05-24,61.4000,,,2016-05-24,943.9841,-0.1141,,2016-05-24,2384.0650,-2.5178,,2016-05-24,3750.4005,1.2638,,2016-05-24,3142.0000,0.0000,,2016-05-24,7939.5221,1.0456,,2016-05-24,2399.0000,-13.4872,,2016-05-24,1833.9217,-0.5887,,2016-05-24,5940.1556,0.3095,,2016-05-24,5028.6882,1.3589,,2016-05-24,2345.0000,2.4017,,2016-05-24,6318.0693,-0.9116,,2016-05-24,2759.0000,0.0000,,2016-05-24,2265.8536,-3.7846,,2016-05-24,4014.6865,1.1978,,2016-05-24,3938.1724,0.4963,,2016-05-24,4544.0000,0.6200,,2016-05-24,105563.7766,-0.3939,,2016-05-24,4520.6121,-0.5989,,2016-05-24,5073.1434,-1.0287,,2016-05-24,2644.7795,-1.2235,,2016-05-24,2176.0000,,,2016-05-24,5856.9961,1.2808
2016-05-25,35493.1056,0.8849,,2016-05-25,12009.7665,-1.6691,,2016-05-25,14531.5714,0.4045,,2016-05-25,66929.7962,-0.2864,,2016-05-25,12679.9114,0.2381,,2016-05-25,336.5659,-2.3945,,2016-05-25,1911.5598,-2.0018,,2016-05-25,2101.3159,-2.2301,,2016-05-25,810.1939,-1.3999,,2016-05-25,653.8200,-0.5609,,2016-05-25,1558.7922,-0.1159,,2016-05-25,382.7205,-1.6978,,2016-05-25,2816.1889,2.2793,,2016-05-25,5540.2911,-0.5119,,2016-05-25,10526.3516,-0.7822,,2016-05-25,3588.6900,0.8574,,2016-05-25,3601.1378,0.0496,,2016-05-25,259.5697,-1.4694,,2016-05-25,81.2000,0.0000,,2016-05-25,3550.9320,0.5788,,2016-05-25,1868.5664,2.1557,,2016-05-25,12472.4598,0.4662,,2016-05-25,2041.3444,-2.0937,,2016-05-25,61.4000,,,2016-05-25,946.1156,0.2258,,2016-05-25,2518.3003,5.6305,,2016-05-25,3794.9105,1.1868,,2016-05-25,3142.0000,0.0000,,2016-05-25,8000.2282,0.7646,,2016-05-25,2475.0000,3.1680,,2016-05-25,1864.8143,1.6845,,2016-05-25,5921.8367,-0.3084,,2016-05-25,5044.8625,0.3216,,2016-05-25,2305.0000,-1.7058,,2016-05-25,6406.2204,1.3952,,2016-05-25,2759.0000,0.0000,,2016-05-25,2259.2535,-0.2913,,2016-05-25,4014.5663,-0.0030,,2016-05-25,3939.5545,0.0351,,2016-05-25,4550.0000,0.1320,,2016-05-25,104740.5014,-0.7799,,2016-05-25,4525.4062,0.1060,,2016-05-25,5085.3968,0.2415,,2016-05-25,2635.7420,-0.3417,,2016-05-25,2176.0000,,,2016-05-25,5879.6619,0.3870
2016-05-26,36051.7302,1.5739,,2016-05-26,12132.8005,1.0244,,2016-05-26,14927.4636,2.7244,,2016-05-26,67334.8557,0.6052,,2016-05-26,12736.1474,0.4435,,2016-05-26,339.5724,0.8933,,2016-05-26,1946.5040,1.8280,,2016-05-26,2150.2545,2.3290,,2016-05-26,834.0406,2.9433,,2016-05-26,681.0798,4.1693,,2016-05-26,1576.6361,1.1447,,2016-05-26,399.7197,4.4417,,2016-05-26,2917.0884,3.5828,,2016-05-26,5593.0493,0.9523,,2016-05-26,10899.0513,3.5406,,2016-05-26,3675.7882,2.4270,,2016-05-26,3642.6116,1.1517,,2016-05-26,260.5754,0.3874,,2016-05-26,81.2000,0.0000,,2016-05-26,3615.6695,1.8231,,2016-05-26,1883.5772,0.8033,,2016-05-26,13036.9668,4.5260,,2016-05-26,2063.3125,1.0762,,2016-05-26,61.4000,,,2016-05-26,962.4495,1.7264,,2016-05-26,2492.4114,-1.0280,,2016-05-26,3798.8832,0.1047,,2016-05-26,3142.0000,0.0000,,2016-05-26,7994.4392,-0.0724,,2016-05-26,2475.0000,0.0000,,2016-05-26,1910.9524,2.4741,,2016-05-26,6047.0037,2.1137,,2016-05-26,5174.7843,2.5753,,2016-05-26,2305.0000,0.0000,,2016-05-26,6501.7739,1.4916,,2016-05-26,2759.0000,0.0000,,2016-05-26,2351.6086,4.0879,,2016-05-26,4076.0502,1.5315,,2016-05-26,3947.4976,0.2016,,2016-05-26,4576.0000,0.5714,,2016-05-26,106544.4909,1.7223,,2016-05-26,4554.3632,0.6399,,2016-05-26,5071.1199,-0.2807,,2016-05-26,2653.4975,0.6736,,2016-05-26,2176.0000,,,2016-05-26,5970.9209,1.5521
2016-05-27,35878.6961,-0.4800,,2016-05-27,12138.5993,0.0478,,2016-05-27,15015.1016,0.5871,,2016-05-27,67484.3972,0.2221,,2016-05-27,12812.6418,0.6006,,2016-05-27,344.3785,1.4153,,2016-05-27,2024.2883,3.9961,,2016-05-27,2256.4495,4.9387,,2016-05-27,841.5947,0.9057,,2016-05-27,682.5765,0.2198,,2016-05-27,1592.0156,0.9755,,2016-05-27,399.0547,-0.1664,,2016-05-27,2894.3077,-0.7809,,2016-05-27,5597.8554,0.0859,,2016-05-27,10850.0451,-0.4496,,2016-05-27,3674.9721,-0.0222,,2016-05-27,3608.9674,-0.9236,,2016-05-27,259.3993,-0.4513,,2016-05-27,81.2000,0.0000,,2016-05-27,3677.3186,1.7051,,2016-05-27,1838.4335,-2.3967,,2016-05-27,13019.7180,-0.1323,,2016-05-27,2094.4883,1.5110,,2016-05-27,61.4000,,,2016-05-27,976.4266,1.4522,,2016-05-27,2467.7807,-0.9882,,2016-05-27,3900.3347,2.6706,,2016-05-27,3142.0000,0.0000,,2016-05-27,7833.8428,-2.0089,,2016-05-27,2475.0000,0.0000,,2016-05-27,1878.5870,-1.6937,,2016-05-27,6020.8911,-0.4318,,2016-05-27,5195.1754,0.3940,,2016-05-27,2305.0000,0.0000,,2016-05-27,6426.1674,-1.1629,,2016-05-27,2759.0000,0.0000,,2016-05-27,2342.4803,-0.3882,,2016-05-27,4060.8097,-0.3739,,2016-05-27,3952.9479,0.1381,,2016-05-27,4552.0000,-0.5245,,2016-05-27,108346.1352,1.6910,,2016-05-27,4518.3758,-0.7902,,2016-05-27,5022.5916,-0.9570,,2016-05-27,2649.5620,-0.1483,,2016-05-27,2176.0000,,,2016-05-27,5940.9590,-0.5018
2016-05-30,35708.4768,-0.4744,,2016-05-30,12191.4850,0.4357,,2016-05-30,15046.6531,0.2101,,2016-05-30,67478.7789,-0.0083,,2016-05-30,12852.2107,0.3088,,2016-05-30,341.6299,-0.7981,,2016-05-30,1984.3698,-1.9720,,2016-05-30,2227.5744,-1.2797,,2016-05-30,839.5334,-0.2449,,2016-05-30,685.9011,0.4871,,2016-05-30,1643.1103,3.2094,,2016-05-30,407.2203,2.0462,,2016-05-30,2992.1813,3.3816,,2016-05-30,5637.8483,0.7144,,2016-05-30,10869.7405,0.1815,,2016-05-30,3735.1262,1.6369,,2016-05-30,3545.7537,-1.7516,,2016-05-30,256.3682,-1.1685,,2016-05-30,81.2000,0.0000,,2016-05-30,3649.8988,-0.7456,,2016-05-30,1857.0596,1.0132,,2016-05-30,13233.9680,1.6456,,2016-05-30,2182.9853,4.2252,,2016-05-30,61.4000,,,2016-05-30,1004.3480,2.8595,,2016-05-30,2468.7504,0.0393,,2016-05-30,3896.7794,-0.0912,,2016-05-30,3142.0000,0.0000,,2016-05-30,8017.9559,2.3502,,2016-05-30,2475.0000,0.0000,,2016-05-30,1914.8348,1.9295,,2016-05-30,6165.6266,2.4039,,2016-05-30,5252.3264,1.1001,,2016-05-30,2305.0000,0.0000,,2016-05-30,6583.4378,2.4473,,2016-05-30,2759.0000,0.0000,,2016-05-30,2437.6804,4.0641,,2016-05-30,4103.3801,1.0483,,2016-05-30,3960.3681,0.1877,,2016-05-30,4580.0000,0.6151,,2016-05-30,108040.2813,-0.2823,,2016-05-30,4548.9679,0.6771,,2016-05-30,5106.9658,1.6799,,2016-05-30,2670.4745,0.7893,,2016-05-30,2176.0000,,,2016-05-30,6032.6286,1.5430
2016-05-31,35781.3748,0.2041,,2016-05-31,12145.5043,-0.3772,,2016-05-31,15097.2713,0.3364,,2016-05-31,68200.1770,1.0691,,2016-05-31,12877.4702,0.1965,,2016-05-31,338.5612,-0.8983,,2016-05-31,1972.8856,-0.5787,,2016-05-31,2197.4943,-1.3504,,2016-05-31,842.7743,0.3860,,2016-05-31,680.3673,-0.8068,,2016-05-31,1635.7582,-0.4475,,2016-05-31,406.5778,-0.1578,,2016-05-31,2953.1628,-1.3040,,2016-05-31,5655.4729,0.3126,,2016-05-31,10757.7746,-1.0301,,2016-05-31,3731.5064,-0.0969,,2016-05-31,3567.8499,0.6232,,2016-05-31,258.8911,0.9841,,2016-05-31,81.2000,0.0000,,2016-05-31,3660.4012,0.2877,,2016-05-31,1861.6588,0.2477,,2016-05-31,12798.6970,-3.2890,,2016-05-31,2190.8213,0.3590,,2016-05-31,61.4000,,,2016-05-31,1026.9247,2.2479,,2016-05-31,2460.4197,-0.3374,,2016-05-31,3838.0040,-1.5083,,2016-05-31,3142.0000,0.0000,,2016-05-31,8098.4309,1.0037,,2016-05-31,2475.0000,,,2016-05-31,1925.9242,0.5791,,2016-05-31,6122.2129,-0.7041,,2016-05-31,5173.5681,-1.4995,,2016-05-31,2348.7208,1.8968,,2016-05-31,6703.3427,1.8213,,2016-05-31,2759.0000,,,2016-05-31,2428.9139,-0.3596,,2016-05-31,4070.9114,-0.7913,,2016-05-31,3948.9484,-0.2883,,2016-05-31,4572.0000,-0.1747,,2016-05-31,108694.9225,0.6059,,2016-05-31,4604.9149,1.2299,,2016-05-31,5132.9041,0.5079,,2016-05-31,2675.2533,0.1789,,2016-05-31,2176.0000,,,2016-05-31,5939.3627,-1.5460
2016-06-01,35211.4725,-1.5927,,2016-06-01,11959.0680,-1.5350,,2016-06-01,14954.3054,-0.9470,,2016-06-01,67260.7224,-1.3775,,2016-06-01,12679.4423,-1.5378,,2016-06-01,342.4096,1.1367,,2016-06-01,1951.1961,-1.0994,,2016-06-01,2163.6611,-1.5396,,2016-06-01,839.0871,-0.4375,,2016-06-01,683.0876,0.3998,,2016-06-01,1635.4657,-0.0179,,2016-06-01,408.5366,0.4818,,2016-06-01,2920.9736,-1.0900,,2016-06-01,5594.0091,-1.0868,,2016-06-01,10529.3953,-2.1229,,2016-06-01,3727.8819,-0.0971,,2016-06-01,3570.9381,0.0866,,2016-06-01,259.3075,0.1608,,2016-06-01,81.2000,0.0000,,2016-06-01,3706.7812,1.2671,,2016-06-01,1830.5841,-1.6692,,2016-06-01,12530.0025,-2.0994,,2016-06-01,2210.8892,0.9160,,2016-06-01,61.4000,,,2016-06-01,1031.3679,0.4327,,2016-06-01,2454.5511,-0.2385,,2016-06-01,3746.5858,-2.3819,,2016-06-01,3142.0000,0.0000,,2016-06-01,8026.6066,-0.8869,,2016-06-01,2475.0000,0.0000,,2016-06-01,1895.5692,-1.5761,,2016-06-01,6148.7951,0.4342,,2016-06-01,5218.1174,0.8611,,2016-06-01,2348.7208,0.0000,,2016-06-01,6645.7105,-0.8598,,2016-06-01,2759.0000,0.0000,,2016-06-01,2404.4304,-1.0080,,2016-06-01,4137.1249,1.6265,,2016-06-01,3935.0099,-0.3530,,2016-06-01,4572.0000,0.0000,,2016-06-01,106215.5687,-2.2810,,2016-06-01,4537.0873,-1.4729,,2016-06-01,5153.3016,0.3974,,2016-06-01,2663.1738,-0.4515,,2016-06-01,2176.0000,,,2016-06-01,5963.1611,0.4007
2016-06-02,35297.3140,0.2438,,2016-06-02,12177.7306,1.8284,,2016-06-02,15564.8351,4.0826,,2016-06-02,67555.7433,0.4386,,2016-06-02,12867.5419,1.4835,,2016-06-02,337.8603,-1.3286,,2016-06-02,1951.4164,0.0113,,2016-06-02,2150.8066,-0.5941,,2016-06-02,844.1813,0.6071,,2016-06-02,685.8547,0.4051,,2016-06-02,1631.3880,-0.2493,,2016-06-02,416.0389,1.8364,,2016-06-02,2996.9543,2.6012,,2016-06-02,5600.4636,0.1154,,2016-06-02,10751.0847,2.1054,,2016-06-02,3777.2986,1.3256,,2016-06-02,3574.7860,0.1078,,2016-06-02,259.6115,0.1172,,2016-06-02,81.2000,0.0000,,2016-06-02,3712.3060,0.1490,,2016-06-02,1857.6749,1.4799,,2016-06-02,12545.6284,0.1247,,2016-06-02,2187.0397,-1.0787,,2016-06-02,61.4000,,,2016-06-02,1012.8564,-1.7948,,2016-06-02,2453.1949,-0.0553,,2016-06-02,3763.9004,0.4621,,2016-06-02,3142.0000,0.0000,,2016-06-02,7957.6802,-0.8587,,2016-06-02,2475.0000,0.0000,,2016-06-02,1937.1079,2.1914,,2016-06-02,6185.0484,0.5896,,2016-06-02,5279.4841,1.1760,,2016-06-02,2348.7208,0.0000,,2016-06-02,6612.9571,-0.4929,,2016-06-02,2759.0000,0.0000,,2016-06-02,2502.3212,4.0713,,2016-06-02,4264.6243,3.0818,,2016-06-02,4104.1147,4.2974,,2016-06-02,4764.0000,4.1995,,2016-06-02,108144.9072,1.8164,,2016-06-02,4550.9704,0.3060,,2016-06-02,5141.0745,-0.2373,,2016-06-02,2675.6109,0.4670,,2016-06-02,2176.0000,,,2016-06-02,6061.7117,1.6527
2016-06-03,35723.5274,1.2075,,2016-06-03,11952.5888,-1.8488,,2016-06-03,15580.0430,0.0977,,2016-06-03,67673.2213,0.1739,,2016-06-03,12785.9504,-0.6341,,2016-06-03,341.3324,1.0277,,2016-06-03,1985.1202,1.7271,,2016-06-03,2173.5643,1.0581,,2016-06-03,849.0538,0.5772,,2016-06-03,695.4321,1.3964,,2016-06-03,1636.1914,0.2944,,2016-06-03,416.4812,0.1063,,2016-06-03,3051.5840,1.8228,,2016-06-03,5761.1084,2.8684,,2016-06-03,10847.1540,0.8936,,2016-06-03,3826.6934,1.3077,,2016-06-03,3583.5773,0.2459,,2016-06-03,258.6281,-0.3788,,2016-06-03,81.2000,0.0000,,2016-06-03,3712.4826,0.0048,,2016-06-03,1879.1983,1.1586,,2016-06-03,12440.2703,-0.8398,,2016-06-03,2191.6464,0.2106,,2016-06-03,61.4000,,,2016-06-03,1013.8100,0.0941,,2016-06-03,2531.6660,3.1987,,2016-06-03,3766.4296,0.0672,,2016-06-03,3142.0000,0.0000,,2016-06-03,8119.1962,2.0297,,2016-06-03,2475.0000,0.0000,,2016-06-03,1935.5717,-0.0793,,2016-06-03,6327.5060,2.3033,,2016-06-03,5327.7619,0.9144,,2016-06-03,2339.0000,-0.4139,,2016-06-03,6762.2554,2.2577,,2016-06-03,2759.0000,0.0000,,2016-06-03,2554.7546,2.0954,,2016-06-03,4250.3017,-0.3358,,2016-06-03,4158.3353,1.3211,,2016-06-03,4736.0000,-0.5877,,2016-06-03,107592.0488,-0.5112,,2016-06-03,4676.5898,2.7603,,2016-06-03,5116.5672,-0.4767,,2016-06-03,2671.1085,-0.1683,,2016-06-03,2176.0000,,,2016-06-03,6152.9250,1.5047
2016-06-06,36264.0499,1.5131,,2016-06-06,11813.4255,-1.1643,,2016-06-06,15735.7172,0.9992,,2016-06-06,69129.4507,2.1519,,2016-06-06,12809.3962,0.1834,,2016-06-06,359.7536,5.3969,,2016-06-06,2053.5892,3.4491,,2016-06-06,2253.2817,3.6676,,2016-06-06,879.4313,3.5778,,2016-06-06,702.5828,1.0282,,2016-06-06,1648.8668,0.7747,,2016-06-06,411.3968,-1.2208,,2016-06-06,3101.8085,1.6459,,2016-06-06,5828.5643,1.1709,,2016-06-06,11031.0987,1.6958,,2016-06-06,3828.1556,0.0382,,2016-06-06,3649.3669,1.8359,,2016-06-06,264.3639,2.2178,,2016-06-06,76.6505,-5.6028,,2016-06-06,3846.6064,3.6128,,2016-06-06,1918.3236,2.0820,,2016-06-06,12636.4358,1.5769,,2016-06-06,2220.5999,1.3211,,2016-06-06,61.4000,,,2016-06-06,1024.4341,1.0479,,2016-06-06,2577.0295,1.7918,,2016-06-06,3861.9194,2.5353,,2016-06-06,3142.0000,0.0000,,2016-06-06,8141.4624,0.2742,,2016-06-06,2475.0000,0.0000,,2016-06-06,1944.5879,0.4658,,2016-06-06,6367.0068,0.6243,,2016-06-06,5354.1910,0.4961,,2016-06-06,2486.0000,6.2847,,2016-06-06,6751.7027,-0.1561,,2016-06-06,2759.0000,0.0000,,2016-06-06,2567.6938,0.5065,,2016-06-06,4206.8139,-1.0232,,2016-06-06,4112.5973,-1.0999,,2016-06-06,4698.0000,-0.8024,,2016-06-06,109342.4644,1.6269,,2016-06-06,4694.2760,0.3782,,2016-06-06,5111.8249,-0.0927,,2016-06-06,2729.8870,2.2005,,2016-06-06,2176.0000,,,2016-06-06,6212.7591,0.9724
2016-06-07,35859.6248,-1.1152,,2016-06-07,11706.2554,-0.9072,,2016-06-07,15741.1069,0.0343,,2016-06-07,68923.3746,-0.2981,,2016-06-07,12767.8399,-0.3244,,2016-06-07,361.8411,0.5803,,2016-06-07,2070.2875,0.8131,,2016-06-07,2280.7735,1.2201,,2016-06-07,879.4207,-0.0012,,2016-06-07,692.9004,-1.3781,,2016-06-07,1648.1444,-0.0438,,2016-06-07,414.8311,0.8348,,2016-06-07,3134.7483,1.0620,,2016-06-07,5767.4622,-1.0483,,2016-06-07,10879.4791,-1.3745,,2016-06-07,3831.9085,0.0980,,2016-06-07,3658.5569,0.2518,,2016-06-07,264.8136,0.1701,,2016-06-07,77.0196,0.4815,,2016-06-07,3848.3710,0.0459,,2016-06-07,1927.5793,0.4825,,2016-06-07,12946.9369,2.4572,,2016-06-07,2198.4204,-0.9988,,2016-06-07,61.4000,,,2016-06-07,1024.6349,0.0196,,2016-06-07,2539.8684,-1.4420,,2016-06-07,3872.9238,0.2849,,2016-06-07,3142.0000,0.0000,,2016-06-07,8118.7428,-0.2791,,2016-06-07,2475.0000,0.0000,,2016-06-07,1933.9985,-0.5446,,2016-06-07,6441.7607,1.1741,,2016-06-07,5453.3440,1.8519,,2016-06-07,2296.0000,-7.6428,,2016-06-07,6746.8367,-0.0721,,2016-06-07,2759.0000,0.0000,,2016-06-07,2582.0608,0.5595,,2016-06-07,4206.2674,-0.0130,,2016-06-07,4136.3722,0.5781,,2016-06-07,4644.0000,-1.1494,,2016-06-07,109553.2161,0.1927,,2016-06-07,4677.3738,-0.3601,,2016-06-07,5115.9114,0.0799,,2016-06-07,2728.5578,-0.0487,,2016-06-07,2176.0000,,,2016-06-07,6273.7709,0.9820
2016-06-08,35273.9704,-1.6332,,2016-06-08,11890.5122,1.5740,,2016-06-08,15608.4928,-0.8425,,2016-06-08,69051.1753,0.1854,,2016-06-08,12741.3342,-0.2076,,2016-06-08,358.6218,-0.8897,,2016-06-08,2089.2598,0.9164,,2016-06-08,2296.4144,0.6858,,2016-06-08,872.7037,-0.7638,,2016-06-08,679.0981,-1.9920,,2016-06-08,1636.9666,-0.6782,,2016-06-08,413.8916,-0.2265,,2016-06-08,3175.5524,1.3017,,2016-06-08,5773.9762,0.1129,,2016-06-08,10764.9517,-1.0527,,2016-06-08,3825.2234,-0.1745,,2016-06-08,3695.6518,1.0139,,2016-06-08,266.5279,0.6474,,2016-06-08,77.8840,1.1223,,2016-06-08,3869.3943,0.5463,,2016-06-08,1918.3028,-0.4813,,2016-06-08,12854.4964,-0.7140,,2016-06-08,2190.7030,-0.3510,,2016-06-08,61.4000,,,2016-06-08,1025.6412,0.0982,,2016-06-08,2543.8475,0.1567,,2016-06-08,3858.8923,-0.3623,,2016-06-08,3142.0000,0.0000,,2016-06-08,8152.7249,0.4186,,2016-06-08,2475.0000,0.0000,,2016-06-08,1919.0781,-0.7715,,2016-06-08,6378.7043,-0.9789,,2016-06-08,5358.0041,-1.7483,,2016-06-08,2358.0000,2.7003,,2016-06-08,6806.6091,0.8859,,2016-06-08,2759.0000,0.0000,,2016-06-08,2591.4086,0.3620,,2016-06-08,4198.9216,-0.1746,,2016-06-08,4156.1814,0.4789,,2016-06-08,4608.0000,-0.7752,,2016-06-08,109321.0679,-0.2119,,2016-06-08,4697.0324,0.4203,,2016-06-08,5058.4403,-1.1234,,2016-06-08,2727.5673,-0.0363,,2016-06-08,2176.0000,,,2016-06-08,6208.3982,-1.0420
2016-06-13,35267.7096,-0.0177,,2016-06-13,11859.7072,-0.2591,,2016-06-13,15853.7218,1.5711,,2016-06-13,70449.9570,2.0257,,2016-06-13,12863.8238,0.9614,,2016-06-13,365.3042,1.8634,,2016-06-13,2156.5935,3.2228,,2016-06-13,2332.7049,1.5803,,2016-06-13,867.1719,-0.6339,,2016-06-13,661.5913,-2.5779,,2016-06-13,1688.4931,3.1477,,2016-06-13,415.7908,0.4589,,2016-06-13,3347.2708,5.4075,,2016-06-13,5870.7172,1.6755,,2016-06-13,10858.5107,0.8691,,2016-06-13,3944.8369,3.1270,,2016-06-13,3829.5720,3.6237,,2016-06-13,274.1112,2.8452,,2016-06-13,80.8238,3.7746,,2016-06-13,3931.8235,1.6134,,2016-06-13,1926.3628,0.4202,,2016-06-13,12966.9816,0.8751,,2016-06-13,2258.5378,3.0965,,2016-06-13,61.4000,,,2016-06-13,1028.8155,0.3095,,2016-06-13,2552.0659,0.3231,,2016-06-13,3982.1642,3.1945,,2016-06-13,3142.0000,0.0000,,2016-06-13,8325.2025,2.1156,,2016-06-13,2475.0000,0.0000,,2016-06-13,1883.6409,-1.8466,,2016-06-13,6338.5648,-0.6293,,2016-06-13,5223.1316,-2.5172,,2016-06-13,2358.0000,,,2016-06-13,6898.1365,1.3447,,2016-06-13,2723.2500,-1.2958,,2016-06-13,2691.7377,3.8716,,2016-06-13,4207.1600,0.1962,,2016-06-13,4138.3023,-0.4302,,2016-06-13,4634.0000,0.5642,,2016-06-13,111614.1206,2.0975,,2016-06-13,4670.2191,-0.5709,,2016-06-13,4994.9840,-1.2545,,2016-06-13,2741.4145,0.5077,,2016-06-13,2176.0000,,,2016-06-13,6182.3064,-0.4203
2016-06-14,35131.0634,-0.3875,,2016-06-14,11867.7362,0.0677,,2016-06-14,15706.2692,-0.9301,,2016-06-14,70579.4978,0.1839,,2016-06-14,12741.1487,-0.9536,,2016-06-14,348.6242,-4.5661,,2016-06-14,2063.9666,-4.2951,,2016-06-14,2253.0634,-3.4141,,2016-06-14,824.9906,-4.8642,,2016-06-14,643.6548,-2.7111,,2016-06-14,1689.5045,0.0599,,2016-06-14,410.8727,-1.1828,,2016-06-14,3233.8775,-3.3876,,2016-06-14,5856.9986,-0.2337,,2016-06-14,10669.9889,-1.7362,,2016-06-14,3876.8145,-1.7243,,2016-06-14,3832.5143,0.0768,,2016-06-14,273.3289,-0.2854,,2016-06-14,79.2922,-1.8950,,2016-06-14,3938.3110,0.1650,,2016-06-14,1945.8797,1.0131,,2016-06-14,12792.3628,-1.3466,,2016-06-14,2269.5726,0.4886,,2016-06-14,61.4000,,,2016-06-14,1014.9009,-1.3525,,2016-06-14,2541.5524,-0.4120,,2016-06-14,3922.9343,-1.4874,,2016-06-14,3142.0000,0.0000,,2016-06-14,8250.5707,-0.8965,,2016-06-14,2475.0000,0.0000,,2016-06-14,1870.7824,-0.6826,,2016-06-14,6277.7228,-0.9599,,2016-06-14,5144.0980,-1.5131,,2016-06-14,2358.0000,0.0000,,2016-06-14,6808.3923,-1.3010,,2016-06-14,2677.0000,-1.6983,,2016-06-14,2648.6238,-1.6017,,2016-06-14,4162.1896,-1.0689,,2016-06-14,4112.2778,-0.6289,,2016-06-14,4610.0000,-0.5179,,2016-06-14,111935.0564,0.2875,,2016-06-14,4724.4722,1.1617,,2016-06-14,4963.4867,-0.6306,,2016-06-14,2728.0816,-0.4864,,2016-06-14,2176.0000,,,2016-06-14,6128.4503,-0.8711
2016-06-15,35331.1855,0.5696,,2016-06-15,11875.5605,0.0659,,2016-06-15,15715.6589,0.0598,,2016-06-15,71390.4417,1.1490,,2016-06-15,12796.5798,0.4351,,2016-06-15,352.5718,1.1323,,2016-06-15,2057.8818,-0.2948,,2016-06-15,2247.8639,-0.2308,,2016-06-15,827.7682,0.3367,,2016-06-15,653.8356,1.5817,,2016-06-15,1631.5804,-3.4285,,2016-06-15,407.3537,-0.8565,,2016-06-15,3276.7068,1.3244,,2016-06-15,5825.3641,-0.5401,,2016-06-15,10732.6316,0.5871,,2016-06-15,3867.9108,-0.2297,,2016-06-15,3852.6955,0.5266,,2016-06-15,275.1688,0.6731,,2016-06-15,79.2922,0.0000,,2016-06-15,3963.9524,0.6511,,2016-06-15,1936.1201,-0.5016,,2016-06-15,12740.0646,-0.4088,,2016-06-15,2214.3940,-2.4312,,2016-06-15,61.4000,,,2016-06-15,1018.7384,0.3781,,2016-06-15,2533.3482,-0.3228,,2016-06-15,3767.5099,-3.9619,,2016-06-15,3142.0000,0.0000,,2016-06-15,8390.2029,1.6924,,2016-06-15,2475.0000,0.0000,,2016-06-15,1883.2989,0.6691,,2016-06-15,6240.4919,-0.5931,,2016-06-15,5059.0170,-1.6540,,2016-06-15,2358.0000,0.0000,,2016-06-15,6781.5399,-0.3944,,2016-06-15,2687.0000,0.3736,,2016-06-15,2708.0133,2.2423,,2016-06-15,4173.6187,0.2746,,2016-06-15,4114.3089,0.0494,,2016-06-15,4628.0000,0.3905,,2016-06-15,111807.1854,-0.1142,,2016-06-15,4674.2901,-1.0622,,2016-06-15,4962.8527,-0.0128,,2016-06-15,2695.9504,-1.1778,,2016-06-15,2176.0000,,,2016-06-15,6060.6930,-1.1056
