category_buy,buy_sum,buy_chg,category_sell,sell_sum,update_date
期货公司  ,52939,4074,期货公司  ,48271,2016-11-24
非期货公司,300,0,非期货公司,4968,2016-11-24
期货公司  ,23507,1372,期货公司  ,21075,2016-11-24
非期货公司,0,0,非期货公司,2432,2016-11-24
期货公司  ,34919,1760,期货公司  ,33919,2016-11-24
非期货公司,0,0,非期货公司,1000,2016-11-24
期货公司  ,339847,12467,期货公司  ,310341,2016-11-24
非期货公司,5700,600,非期货公司,35206,2016-11-24
期货公司  ,25006,408,期货公司  ,26236,2016-11-25
非期货公司,2400,-300,非期货公司,1170,2016-11-25
期货公司  ,90926,-4096,期货公司  ,79226,2016-11-25
非期货公司,1500,-300,非期货公司,13200,2016-11-25
期货公司  ,109311,449,期货公司  ,97945,2016-11-25
非期货公司,900,0,非期货公司,12266,2016-11-25
期货公司  ,52960,21,期货公司  ,48292,2016-11-25
非期货公司,300,0,非期货公司,4968,2016-11-25
期货公司  ,25275,1768,期货公司  ,22843,2016-11-25
非期货公司,0,0,非期货公司,2432,2016-11-25
期货公司  ,34412,-507,期货公司  ,33412,2016-11-25
非期货公司,0,0,非期货公司,1000,2016-11-25
期货公司  ,337890,-1957,期货公司  ,307954,2016-11-25
非期货公司,5100,-600,非期货公司,35036,2016-11-25
期货公司  ,23860,-1146,期货公司  ,25030,2016-11-28
非期货公司,2300,-100,非期货公司,1130,2016-11-28
期货公司  ,82729,-8197,期货公司  ,71969,2016-11-28
非期货公司,1500,0,非期货公司,12260,2016-11-28
期货公司  ,112790,3479,期货公司  ,101424,2016-11-28
非期货公司,900,0,非期货公司,12266,2016-11-28
期货公司  ,52970,10,期货公司  ,48302,2016-11-28
非期货公司,300,0,非期货公司,4968,2016-11-28
期货公司  ,25488,213,期货公司  ,22936,2016-11-28
非期货公司,0,0,非期货公司,2552,2016-11-28
期货公司  ,33936,-476,期货公司  ,32516,2016-11-28
非期货公司,0,0,非期货公司,1420,2016-11-28
期货公司  ,331773,-6117,期货公司  ,302177,2016-11-28
非期货公司,5000,-100,非期货公司,34596,2016-11-28
期货公司  ,21341,-2519,期货公司  ,22951,2016-11-29
非期货公司,2300,0,非期货公司,690,2016-11-29
期货公司  ,78750,-3979,期货公司  ,71310,2016-11-29
非期货公司,1500,0,非期货公司,8940,2016-11-29
期货公司  ,113710,920,期货公司  ,102344,2016-11-29
非期货公司,900,0,非期货公司,12266,2016-11-29
期货公司  ,57003,4033,期货公司  ,52335,2016-11-29
非期货公司,300,0,非期货公司,4968,2016-11-29
期货公司  ,27069,1581,期货公司  ,23417,2016-11-29
非期货公司,0,0,非期货公司,3652,2016-11-29
期货公司  ,33121,-815,期货公司  ,30101,2016-11-29
非期货公司,0,0,非期货公司,3020,2016-11-29
期货公司  ,330994,-779,期货公司  ,302458,2016-11-29
非期货公司,5000,0,非期货公司,33536,2016-11-29
期货公司  ,18754,-2587,期货公司  ,20514,2016-11-30
非期货公司,2300,0,非期货公司,540,2016-11-30
期货公司  ,77764,-986,期货公司  ,70580,2016-11-30
非期货公司,1520,20,非期货公司,8704,2016-11-30
期货公司  ,116991,3281,期货公司  ,105625,2016-11-30
非期货公司,900,0,非期货公司,12266,2016-11-30
期货公司  ,59604,2601,期货公司  ,54936,2016-11-30
非期货公司,300,0,非期货公司,4968,2016-11-30
期货公司  ,27742,673,期货公司  ,24350,2016-11-30
非期货公司,0,0,非期货公司,3392,2016-11-30
期货公司  ,32867,-254,期货公司  ,29847,2016-11-30
非期货公司,0,0,非期货公司,3020,2016-11-30
期货公司  ,333722,2728,期货公司  ,305852,2016-11-30
非期货公司,5020,20,非期货公司,32890,2016-11-30
期货公司  ,16985,-4538,期货公司  ,12995,2016-10-10
非期货公司,0,0,非期货公司,3990,2016-10-10
期货公司  ,72471,3190,期货公司  ,62717,2016-10-10
非期货公司,1000,0,非期货公司,10754,2016-10-10
期货公司  ,89796,3442,期货公司  ,79177,2016-10-10
非期货公司,30,-50,非期货公司,10649,2016-10-10
期货公司  ,56816,4720,期货公司  ,51456,2016-10-10
非期货公司,0,0,非期货公司,5360,2016-10-10
期货公司  ,32467,2607,期货公司  ,29517,2016-10-10
非期货公司,0,0,非期货公司,2950,2016-10-10
期货公司  ,21020,438,期货公司  ,19652,2016-10-10
非期货公司,0,0,非期货公司,1368,2016-10-10
期货公司  ,289555,9859,期货公司  ,255514,2016-10-10
非期货公司,1030,-50,非期货公司,35071,2016-10-10
期货公司  ,12925,-4060,期货公司  ,10385,2016-10-11
非期货公司,0,0,非期货公司,2540,2016-10-11
期货公司  ,68572,-3899,期货公司  ,58588,2016-10-11
非期货公司,1000,0,非期货公司,10984,2016-10-11
期货公司  ,98288,8492,期货公司  ,87159,2016-10-11
非期货公司,30,0,非期货公司,11159,2016-10-11
期货公司  ,60877,4061,期货公司  ,55187,2016-10-11
非期货公司,30,30,非期货公司,5720,2016-10-11
期货公司  ,36196,3729,期货公司  ,33046,2016-10-11
非期货公司,0,0,非期货公司,3150,2016-10-11
期货公司  ,21845,825,期货公司  ,20227,2016-10-11
非期货公司,0,0,非期货公司,1618,2016-10-11
期货公司  ,298703,9148,期货公司  ,264592,2016-10-11
非期货公司,1060,30,非期货公司,35171,2016-10-11
期货公司  ,9435,-3490,期货公司  ,7660,2016-10-12
非期货公司,0,0,非期货公司,1775,2016-10-12
期货公司  ,65779,-2793,期货公司  ,55495,2016-10-12
非期货公司,800,-200,非期货公司,11084,2016-10-12
期货公司  ,102038,3750,期货公司  ,90609,2016-10-12
非期货公司,30,0,非期货公司,11459,2016-10-12
期货公司  ,57917,-2960,期货公司  ,52527,2016-10-12
非期货公司,30,0,非期货公司,5420,2016-10-12
期货公司  ,36379,183,期货公司  ,32529,2016-10-12
非期货公司,0,0,非期货公司,3850,2016-10-12
期货公司  ,23167,1322,期货公司  ,21349,2016-10-12
非期货公司,0,0,非期货公司,1818,2016-10-12
期货公司  ,294715,-3988,期货公司  ,260169,2016-10-12
非期货公司,860,-200,非期货公司,35406,2016-10-12
期货公司  ,7365,-2070,期货公司  ,6665,2016-10-13
非期货公司,0,0,非期货公司,700,2016-10-13
期货公司  ,64907,-872,期货公司  ,54253,2016-10-13
非期货公司,400,-400,非期货公司,11054,2016-10-13
期货公司  ,112286,10248,期货公司  ,100807,2016-10-13
非期货公司,280,250,非期货公司,11759,2016-10-13
期货公司  ,56736,-1181,期货公司  ,51316,2016-10-13
非期货公司,0,-30,非期货公司,5420,2016-10-13
期货公司  ,38357,1978,期货公司  ,34007,2016-10-13
非期货公司,0,0,非期货公司,4350,2016-10-13
期货公司  ,24182,1015,期货公司  ,22264,2016-10-13
非期货公司,0,0,非期货公司,1918,2016-10-13
期货公司  ,303833,9118,期货公司  ,269312,2016-10-13
非期货公司,680,-180,非期货公司,35201,2016-10-13
期货公司  ,4280,-3085,期货公司  ,4180,2016-10-14
非期货公司,0,0,非期货公司,100,2016-10-14
期货公司  ,62704,-2203,期货公司  ,52050,2016-10-14
非期货公司,400,0,非期货公司,11054,2016-10-14
期货公司  ,122045,9759,期货公司  ,109396,2016-10-14
非期货公司,260,-20,非期货公司,12909,2016-10-14
期货公司  ,61930,5194,期货公司  ,56510,2016-10-14
非期货公司,0,0,非期货公司,5420,2016-10-14
期货公司  ,41810,3453,期货公司  ,37030,2016-10-14
非期货公司,0,0,非期货公司,4780,2016-10-14
期货公司  ,24440,258,期货公司  ,22322,2016-10-14
非期货公司,0,0,非期货公司,2118,2016-10-14
期货公司  ,317209,13376,期货公司  ,281488,2016-10-14
非期货公司,660,-20,非期货公司,36381,2016-10-14
期货公司  ,1790,-2490,期货公司  ,1790,2016-10-17
非期货公司,0,0,非期货公司,0,2016-10-17
期货公司  ,58937,-3767,期货公司  ,49583,2016-10-17
非期货公司,200,-200,非期货公司,9554,2016-10-17
期货公司  ,118209,-3836,期货公司  ,106630,2016-10-17
非期货公司,1730,1470,非期货公司,13309,2016-10-17
期货公司  ,64561,2631,期货公司  ,59337,2016-10-17
非期货公司,196,196,非期货公司,5420,2016-10-17
期货公司  ,45503,3693,期货公司  ,40753,2016-10-17
非期货公司,0,0,非期货公司,4750,2016-10-17
期货公司  ,24814,374,期货公司  ,22596,2016-10-17
非期货公司,0,0,非期货公司,2218,2016-10-17
期货公司  ,16548,1768,期货公司  ,16548,2016-10-17
期货公司  ,330362,-1627,期货公司  ,297237,2016-10-17
非期货公司,2126,1466,非期货公司,35251,2016-10-17
期货公司  ,53850,-5087,期货公司  ,45296,2016-10-18
非期货公司,400,200,非期货公司,8954,2016-10-18
期货公司  ,120417,2208,期货公司  ,109038,2016-10-18
非期货公司,1930,200,非期货公司,13309,2016-10-18
期货公司  ,67248,2687,期货公司  ,62024,2016-10-18
非期货公司,196,0,非期货公司,5420,2016-10-18
期货公司  ,46805,1302,期货公司  ,42055,2016-10-18
非期货公司,0,0,非期货公司,4750,2016-10-18
期货公司  ,24811,-3,期货公司  ,22493,2016-10-18
非期货公司,0,0,非期货公司,2318,2016-10-18
期货公司  ,18156,1608,期货公司  ,18156,2016-10-18
非期货公司,0,0,非期货公司,0,2016-10-18
期货公司  ,331287,2715,期货公司  ,299062,2016-10-18
非期货公司,2526,400,非期货公司,34751,2016-10-18
期货公司  ,50219,-3631,期货公司  ,42265,2016-10-19
非期货公司,400,0,非期货公司,8354,2016-10-19
期货公司  ,115619,-4798,期货公司  ,105060,2016-10-19
非期货公司,2730,800,非期货公司,13289,2016-10-19
期货公司  ,70742,3494,期货公司  ,65422,2016-10-19
非期货公司,200,4,非期货公司,5520,2016-10-19
期货公司  ,50185,3380,期货公司  ,45535,2016-10-19
非期货公司,200,200,非期货公司,4850,2016-10-19
期货公司  ,26793,1982,期货公司  ,24425,2016-10-19
非期货公司,0,0,非期货公司,2368,2016-10-19
期货公司  ,20775,2619,期货公司  ,20775,2016-10-19
非期货公司,0,0,非期货公司,0,2016-10-19
期货公司  ,334333,3046,期货公司  ,303482,2016-10-19
非期货公司,3530,1004,非期货公司,34381,2016-10-19
期货公司  ,47897,-2322,期货公司  ,40063,2016-10-20
非期货公司,400,0,非期货公司,8234,2016-10-20
期货公司  ,116207,588,期货公司  ,105648,2016-10-20
非期货公司,2730,0,非期货公司,13289,2016-10-20
期货公司  ,71456,714,期货公司  ,66136,2016-10-20
非期货公司,200,0,非期货公司,5520,2016-10-20
期货公司  ,51266,1081,期货公司  ,46616,2016-10-20
非期货公司,200,0,非期货公司,4850,2016-10-20
期货公司  ,27448,655,期货公司  ,25080,2016-10-20
非期货公司,0,0,非期货公司,2368,2016-10-20
期货公司  ,21885,1110,期货公司  ,21885,2016-10-20
非期货公司,0,0,非期货公司,0,2016-10-20
期货公司  ,336159,1826,期货公司  ,305428,2016-10-20
非期货公司,3530,0,非期货公司,34261,2016-10-20
期货公司  ,43512,-4385,期货公司  ,35778,2016-10-21
非期货公司,500,100,非期货公司,8234,2016-10-21
期货公司  ,112570,-3637,期货公司  ,102011,2016-10-21
非期货公司,2730,0,非期货公司,13289,2016-10-21
期货公司  ,72675,1219,期货公司  ,67755,2016-10-21
非期货公司,600,400,非期货公司,5520,2016-10-21
期货公司  ,51255,-11,期货公司  ,46605,2016-10-21
非期货公司,200,0,非期货公司,4850,2016-10-21
期货公司  ,27920,472,期货公司  ,25902,2016-10-21
非期货公司,0,0,非期货公司,2018,2016-10-21
期货公司  ,23100,1215,期货公司  ,23100,2016-10-21
非期货公司,0,0,非期货公司,0,2016-10-21
期货公司  ,331032,-5127,期货公司  ,301151,2016-10-21
非期货公司,4030,500,非期货公司,33911,2016-10-21
期货公司  ,40900,-2612,期货公司  ,33586,2016-10-24
非期货公司,500,0,非期货公司,7814,2016-10-24
期货公司  ,111156,-1414,期货公司  ,100597,2016-10-24
非期货公司,2730,0,非期货公司,13289,2016-10-24
期货公司  ,74777,2102,期货公司  ,67257,2016-10-24
非期货公司,200,-400,非期货公司,7720,2016-10-24
期货公司  ,53873,2618,期货公司  ,49023,2016-10-24
非期货公司,200,0,非期货公司,5050,2016-10-24
期货公司  ,27460,-460,期货公司  ,25192,2016-10-24
非期货公司,0,0,非期货公司,2268,2016-10-24
期货公司  ,23576,476,期货公司  ,23576,2016-10-24
非期货公司,0,0,非期货公司,0,2016-10-24
期货公司  ,331742,710,期货公司  ,299231,2016-10-24
非期货公司,3630,-400,非期货公司,36141,2016-10-24
期货公司  ,36257,-4643,期货公司  ,29363,2016-10-25
非期货公司,500,0,非期货公司,7394,2016-10-25
期货公司  ,109533,-1623,期货公司  ,98974,2016-10-25
非期货公司,2730,0,非期货公司,13289,2016-10-25
期货公司  ,75567,790,期货公司  ,67097,2016-10-25
非期货公司,200,0,非期货公司,8670,2016-10-25
期货公司  ,55837,1964,期货公司  ,49707,2016-10-25
非期货公司,200,0,非期货公司,6330,2016-10-25
期货公司  ,26091,-1369,期货公司  ,22923,2016-10-25
非期货公司,0,0,非期货公司,3168,2016-10-25
期货公司  ,24070,494,期货公司  ,24070,2016-10-25
非期货公司,0,0,非期货公司,0,2016-10-25
期货公司  ,327355,-4387,期货公司  ,292134,2016-10-25
非期货公司,3630,0,非期货公司,38851,2016-10-25
期货公司  ,28778,-7479,期货公司  ,23514,2016-10-26
非期货公司,500,0,非期货公司,5764,2016-10-26
期货公司  ,101252,-8281,期货公司  ,89563,2016-10-26
非期货公司,2700,-30,非期货公司,14389,2016-10-26
期货公司  ,68185,-7382,期货公司  ,59195,2016-10-26
非期货公司,200,0,非期货公司,9190,2016-10-26
期货公司  ,57204,1367,期货公司  ,51074,2016-10-26
非期货公司,200,0,非期货公司,6330,2016-10-26
期货公司  ,25328,-763,期货公司  ,21360,2016-10-26
非期货公司,0,0,非期货公司,3968,2016-10-26
期货公司  ,25269,1199,期货公司  ,25269,2016-10-26
非期货公司,0,0,非期货公司,0,2016-10-26
期货公司  ,306016,-21339,期货公司  ,269975,2016-10-26
非期货公司,3600,-30,非期货公司,39641,2016-10-26
期货公司  ,27244,-1534,期货公司  ,22344,2016-10-27
非期货公司,500,0,非期货公司,5400,2016-10-27
期货公司  ,104707,3455,期货公司  ,92918,2016-10-27
非期货公司,2600,-100,非期货公司,14389,2016-10-27
期货公司  ,74158,5973,期货公司  ,65168,2016-10-27
非期货公司,200,0,非期货公司,9190,2016-10-27
期货公司  ,59806,2602,期货公司  ,53640,2016-10-27
非期货公司,200,0,非期货公司,6366,2016-10-27
期货公司  ,26327,999,期货公司  ,22359,2016-10-27
非期货公司,0,0,非期货公司,3968,2016-10-27
期货公司  ,26220,951,期货公司  ,26220,2016-10-27
非期货公司,0,0,非期货公司,0,2016-10-27
期货公司  ,318462,12446,期货公司  ,282649,2016-10-27
非期货公司,3500,-100,非期货公司,39313,2016-10-27
期货公司  ,24320,-2924,期货公司  ,20596,2016-10-28
非期货公司,500,0,非期货公司,4224,2016-10-28
期货公司  ,104820,113,期货公司  ,94631,2016-10-28
非期货公司,2500,-100,非期货公司,12689,2016-10-28
期货公司  ,76493,2335,期货公司  ,68003,2016-10-28
非期货公司,900,700,非期货公司,9390,2016-10-28
期货公司  ,62489,2683,期货公司  ,56323,2016-10-28
非期货公司,800,600,非期货公司,6966,2016-10-28
期货公司  ,27530,1203,期货公司  ,23362,2016-10-28
非期货公司,0,0,非期货公司,4168,2016-10-28
期货公司  ,15632,636,期货公司  ,14402,2016-10-28
非期货公司,0,0,非期货公司,1230,2016-10-28
期货公司  ,26170,-50,期货公司  ,26170,2016-10-28
非期货公司,0,0,非期货公司,0,2016-10-28
期货公司  ,337454,3996,期货公司  ,303487,2016-10-28
非期货公司,4700,1200,非期货公司,38667,2016-10-28
期货公司  ,21267,-3053,期货公司  ,17762,2016-10-31
非期货公司,500,0,非期货公司,4005,2016-10-31
期货公司  ,100223,-4597,期货公司  ,89934,2016-10-31
非期货公司,2200,-300,非期货公司,12489,2016-10-31
期货公司  ,83031,6538,期货公司  ,73641,2016-10-31
非期货公司,800,-100,非期货公司,10190,2016-10-31
期货公司  ,71343,8854,期货公司  ,64727,2016-10-31
非期货公司,500,-300,非期货公司,7116,2016-10-31
期货公司  ,30243,2713,期货公司  ,25925,2016-10-31
非期货公司,0,0,非期货公司,4318,2016-10-31
期货公司  ,16866,1234,期货公司  ,15636,2016-10-31
非期货公司,0,0,非期货公司,1230,2016-10-31
期货公司  ,26329,159,期货公司  ,26329,2016-10-31
非期货公司,0,0,非期货公司,0,2016-10-31
期货公司  ,349302,11848,期货公司  ,313954,2016-10-31
非期货公司,4000,-700,非期货公司,39348,2016-10-31
期货公司  ,18150,-1911,期货公司  ,14660,2016-09-01
非期货公司,0,0,非期货公司,3490,2016-09-01
期货公司  ,75709,-3054,期货公司  ,64186,2016-09-01
非期货公司,1650,0,非期货公司,13173,2016-09-01
期货公司  ,79531,3597,期货公司  ,70068,2016-09-01
非期货公司,590,0,非期货公司,10053,2016-09-01
期货公司  ,44555,436,期货公司  ,38536,2016-09-01
非期货公司,40,0,非期货公司,6059,2016-09-01
期货公司  ,20878,78,期货公司  ,17638,2016-09-01
非期货公司,0,0,非期货公司,3240,2016-09-01
期货公司  ,238823,-854,期货公司  ,205088,2016-09-01
非期货公司,2280,0,非期货公司,36015,2016-09-01
期货公司  ,17380,-770,期货公司  ,14045,2016-09-02
非期货公司,0,0,非期货公司,3335,2016-09-02
期货公司  ,69216,-6493,期货公司  ,57723,2016-09-02
非期货公司,1650,0,非期货公司,13143,2016-09-02
期货公司  ,81578,2047,期货公司  ,72765,2016-09-02
非期货公司,590,0,非期货公司,9403,2016-09-02
期货公司  ,42505,-2050,期货公司  ,36886,2016-09-02
非期货公司,10,-30,非期货公司,5629,2016-09-02
期货公司  ,21026,148,期货公司  ,17786,2016-09-02
非期货公司,0,0,非期货公司,3240,2016-09-02
期货公司  ,231705,-7118,期货公司  ,199205,2016-09-02
非期货公司,2250,-30,非期货公司,34750,2016-09-02
