SPGCCCP Index,,,SPGCCNP Index,,,SPGCCTP Index,,,SPGCKCP Index,,,SPGCSBP Index,,,SPGCKWP Index,,,SPGCWHP Index,,,SPGCSOP Index,,,SPGCLCP Index,,,SPGCLHP Index,,,SPGCFCP Index,,,SPGCIAP Index,,,SPGCICP Index,,,SPGCIKP Index,,,SPGCILP Index,,,SPGCIZP Index,,,SPGCBRP Index,,,SPGCCLP Index,,,SPGCGOP Index,,,SPGCHOP Index,,,SPGCHUP Index,,,SPGCNGP Index,,,SPGCGCP Index,,,SPGCSIP Index,,,SPGSCI Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2008/7/18,12.45287,,2008/7/18,20.9268,,2008/7/18,39.07569,,2008/7/18,27.01618,,2008/7/18,17.5656,,2008/7/18,86.69623,,2008/7/18,42.83473,,2008/7/18,375.1139,,2008/7/18,457.4609,,2008/7/18,53.37333,,2009/10/19,95.2718,,2008/7/18,72.67133,,2008/7/18,749.2655,,2008/7/18,322.8378,,2008/7/18,231.6129,,2008/7/18,60.43252,,2008/7/18,1399.641,,2008/7/18,1612.98,,2008/7/18,1271.35,,2008/7/18,705.6357,,2008/7/18,1853.194,,2008/7/18,642.02173,,2008/7/18,85.1142,,2008/7/18,78.73305,,2009/10/13,423.23
2008/7/21,12.56855,,2008/7/21,20.231529,,2008/7/21,38.83027,,2008/7/21,26.92792,,2008/7/21,17.55154,,2008/7/21,85.1698,,2008/7/21,42.14213,,2008/7/21,363.4564,,2008/7/21,460.0725,,2008/7/21,53.8876,,2009/10/20,94.8997,,2008/7/21,72.9122,,2008/7/21,752.8514,,2008/7/21,325.1364,,2008/7/21,241.1682,,2008/7/21,61.78269,,2008/7/21,1425.262,,2008/7/21,1642.257,,2008/7/21,1271.611,,2008/7/21,716.2321,,2008/7/21,1880.611,,2008/7/21,638.763,,2008/7/21,85.624,,2008/7/21,79.7064,,2009/10/14,426.81
2008/7/22,12.37724,,2008/7/22,19.69076,,2008/7/22,38.17936,,2008/7/22,26.95734,,2008/7/22,16.89054,,2008/7/22,85.27329,,2008/7/22,42.44847,,2008/7/22,365.0107,,2008/7/22,455.2846,,2008/7/22,54.25492,,2009/10/21,95.9663,,2008/7/22,72.66531,,2008/7/22,753.7709,,2008/7/22,324.3438,,2008/7/22,252.189,,2008/7/22,61.28263,,2008/7/22,1393.236,,2008/7/22,1599.899,,2008/7/22,1249.403,,2008/7/22,701.9962,,2008/7/22,1840.415,,2008/7/22,612.09003,,2008/7/22,84.2703,,2008/7/22,77.88948,,2009/10/15,436.18
2008/7/23,12.25267,,2008/7/23,19.622089,,2008/7/23,38.90496,,2008/7/23,26.66315,,2008/7/23,17.00305,,2008/7/23,84.03145,,2008/7/23,41.72923,,2008/7/23,358.5343,,2008/7/23,459.202,,2008/7/23,53.55699,,2009/10/22,95.9167,,2008/7/23,71.95474,,2008/7/23,749.2656,,2008/7/23,315.7041,,2008/7/23,261.0994,,2008/7/23,64.0163,,2008/7/23,1349.147,,2008/7/23,1550.3149,,2008/7/23,1230.069,,2008/7/23,678.2444,,2008/7/23,1773.325,,2008/7/23,594.46899,,2008/7/23,82.0025,,2008/7/23,75.52316,,2009/10/16,440.52
2008/7/24,12.20818,,2008/7/24,19.67359,,2008/7/24,39.40648,,2008/7/24,26.51606,,2008/7/24,17.21401,,2008/7/24,84.49714,,2008/7/24,41.96898,,2008/7/24,355.6847,,2008/7/24,461.1607,,2008/7/24,54.38349,,2009/10/23,95.0485,,2008/7/24,70.59381,,2008/7/24,732.9912,,2008/7/24,297.0773,,2008/7/24,256.2925,,2008/7/24,61.77435,,2008/7/24,1361.317,,2008/7/24,1563.396,,2008/7/24,1221.447,,2008/7/24,681.3911,,2008/7/24,1786.975,,2008/7/24,565.86499,,2008/7/24,81.9497,,2008/7/24,74.831,,2009/10/19,446.44
2008/7/25,12.51516,,2008/7/25,19.81951,,2008/7/25,39.74794,,2008/7/25,26.92792,,2008/7/25,17.49528,,2008/7/25,86.12706,,2008/7/25,43.20767,,2008/7/25,359.182,,2008/7/25,457.461,,2008/7/25,54.23656,,2009/10/26,95.247,,2008/7/25,71.05147,,2008/7/25,738.5079,,2008/7/25,291.8935,,2008/7/25,249.6097,,2008/7/25,61.32429,,2008/7/25,1339.9659,,2008/7/25,1535.614,,2008/7/25,1212.564,,2008/7/25,672.823,,2008/7/25,1766.296,,2008/7/25,550.71808,,2008/7/25,82.3541,,2008/7/25,75.1641,,2009/10/20,444.01
2008/7/28,12.43508,,2008/7/28,19.982599,,2008/7/28,39.40115,,2008/7/28,26.53567,,2008/7/28,17.32652,,2008/7/28,85.32504,,2008/7/28,42.50175,,2008/7/28,361.643,,2008/7/28,456.1552,,2008/7/28,53.8876,,2009/10/27,95.5942,,2008/7/28,72.12938,,2008/7/28,742.5535,,2008/7/28,296.9188,,2008/7/28,262.0374,,2008/7/28,64.04129,,2008/7/28,1353.63,,2008/7/28,1553.928,,2008/7/28,1218.573,,2008/7/28,680.0452,,2008/7/28,1785.581,,2008/7/28,554.88202,,2008/7/28,82.4332,,2008/7/28,75.55344,,2009/10/21,455.13
2008/7/29,12.61304,,2008/7/29,20.394609,,2008/7/29,39.73727,,2008/7/29,26.75141,,2008/7/29,18.02971,,2008/7/29,85.37678,,2008/7/29,42.19541,,2008/7/29,360.3477,,2008/7/29,459.6373,,2008/7/29,53.07946,,2009/10/28,95.1725,,2008/7/29,70.75038,,2008/7/29,736.577,,2008/7/29,285.6635,,2008/7/29,268.134,,2008/7/29,62.49943,,2008/7/29,1321.4969,,2008/7/29,1522.2841,,2008/7/29,1192.968,,2008/7/29,663.1744,,2008/7/29,1750.264,,2008/7/29,550.95947,,2008/7/29,81.4311,,2008/7/29,75.1641,,2009/10/22,453.63
2008/7/30,12.49292,,2008/7/30,20.652121,,2008/7/30,39.65191,,2008/7/30,26.97695,,2008/7/30,18.84541,,2008/7/30,84.78173,,2008/7/30,41.96898,,2008/7/30,363.9745,,2008/7/30,462.0312,,2008/7/30,53.29986,,2009/10/29,94.2796,,2008/7/30,70.73231,,2008/7/30,745.8635,,2008/7/30,296.9188,,2008/7/30,257.1718,,2008/7/30,62.14939,,2008/7/30,1367.614,,2008/7/30,1579.343,,2008/7/30,1186.436,,2008/7/30,672.1406,,2008/7/30,1823.86,,2008/7/30,558.08032,,2008/7/30,80.1917,,2008/7/30,75.55344,,2009/10/23,450.13
2008/7/31,12.71537,,2008/7/31,20.17144,,2008/7/31,39.74795,,2008/7/31,27.32997,,2008/7/31,19.59079,,2008/7/31,84.31604,,2008/7/31,41.75587,,2008/7/31,363.7154,,2008/7/31,462.6841,,2008/7/31,54.62225,,2009/10/30,94.3292,,2008/7/31,71.17792,,2008/7/31,748.2541,,2008/7/31,290.4985,,2008/7/31,260.7477,,2008/7/31,63.22452,,2008/7/31,1335.588,,2008/7/31,1545.83,,2008/7/31,1182.778,,2008/7/31,655.7437,,2008/7/31,1783.78,,2008/7/31,550.29572,,2008/7/31,81.1059,,2008/7/31,76.95939,,2009/10/26,441.08
2008/8/1,13.32934,,2008/8/1,19.39892,,2008/8/1,38.35544,,2008/8/1,27.48687,,2008/8/1,19.87206,,2008/8/1,85.09219,,2008/8/1,42.30196,,2008/8/1,353.6122,,2008/8/1,469.213,,2008/8/1,54.82428,,2009/11/2,94.8253,,2008/8/1,70.08677,,2008/8/1,733.6347,,2008/8/1,289.6266,,2008/8/1,249.8441,,2008/8/1,61.1576,,2008/8/1,1339.965,,2008/8/1,1558.538,,2008/8/1,1180.688,,2008/8/1,651.4786,,2008/8/1,1791.564,,2008/8/1,566.58911,,2008/8/1,80.6488,,2008/8/1,75.79137,,2009/10/27,442.9
2008/8/4,12.38169,,2008/8/4,18.386061,,2008/8/4,36.8829,,2008/8/4,26.83966,,2008/8/4,18.87353,,2008/8/4,82.37566,,2008/8/4,40.42394,,2008/8/4,335.4782,,2008/8/4,467.9072,,2008/8/4,55.06305,,2009/11/3,94.5276,,2008/8/4,68.78726,,2008/8/4,705.3154,,2008/8/4,285.1086,,2008/8/4,234.2508,,2008/8/4,58.64062,,2008/8/4,1302.708,,2008/8/4,1512.567,,2008/8/4,1159.002,,2008/8/4,635.0438,,2008/8/4,1742.713,,2008/8/4,526.57971,,2008/8/4,79.8049,,2008/8/4,74.14749,,2009/10/28,431.97
2008/8/5,12.0925,,2008/8/5,18.03413,,2008/8/5,36.82955,,2008/8/5,27.49668,,2008/8/5,19.59078,,2008/8/5,83.46227,,2008/8/5,41.55608,,2008/8/5,328.7427,,2008/8/5,465.2956,,2008/8/5,54.73245,,2009/11/4,95.9415,,2008/8/5,69.22083,,2008/8/5,707.614,,2008/8/5,278.5298,,2008/8/5,236.5957,,2008/8/5,57.88219,,2008/8/5,1271.323,,2008/8/5,1484.66,,2008/8/5,1120.072,,2008/8/5,622.1348,,2008/8/5,1717.271,,2008/8/5,526.57971,,2008/8/5,77.8887,,2008/8/5,71.69033,,2009/10/29,443.27
2008/8/6,12.26156,,2008/8/6,17.44186,,2008/8/6,37.11232,,2008/8/6,27.04559,,2008/8/6,19.95644,,2008/8/6,82.37566,,2008/8/6,40.79688,,2008/8/6,316.567,,2008/8/6,472.4774,,2008/8/6,56.49564,,2009/11/5,96.4127,,2008/8/6,69.34729,,2008/8/6,707.4301,,2008/8/6,281.6369,,2008/8/6,242.5751,,2008/8/6,58.55727,,2008/8/6,1260.754,,2008/8/6,1477.3101,,2008/8/6,1102.0439,,2008/8/6,613.7752,,2008/8/6,1713.147,,2008/8/6,529.41602,,2008/8/6,77.6162,,2008/8/6,71.40049,,2009/10/30,430.64
2008/8/7,12.39058,,2008/8/7,17.93112,,2008/8/7,38.08334,,2008/8/7,27.54571,,2008/8/7,19.39389,,2008/8/7,87.62763,,2008/8/7,43.80703,,2008/8/7,320.971,,2008/8/7,466.6014,,2008/8/7,56.55074,,2009/11/6,95.3214,,2008/8/7,69.61827,,2008/8/7,712.1193,,2008/8/7,298.3455,,2008/8/7,250.3131,,2008/8/7,57.89052,,2008/8/7,1267.5861,,2008/8/7,1495.25,,2008/8/7,1111.189,,2008/8/7,612.9601,,2008/8/7,1744.165,,2008/8/7,517.22607,,2008/8/7,77.1679,,2008/8/7,70.32764,,2009/11/2,436.56
2008/8/8,11.95989,,2008/8/8,17.121799,,2008/8/8,36.90424,,2008/8/8,26.64065,,2008/8/8,19.07042,,2008/8/8,83.05871,,2008/8/8,40.79106,,2008/8/8,305.8162,,2008/8/8,463.3369,,2008/8/8,57.2303,,2009/11/9,94.9493,,2008/8/8,67.94961,,2008/8/8,686.7292,,2008/8/8,287.4724,,2008/8/8,232.2576,,2008/8/8,55.89648,,2008/8/8,1224.2419,,2008/8/8,1436.274,,2008/8/8,1071.949,,2008/8/8,592.9821,,2008/8/8,1677.903,,2008/8/8,497.702,,2008/8/8,76.0164,,2008/8/8,66.32007,,2009/11/3,442.3
2008/8/11,11.86418,,2008/8/11,17.07954,,2008/8/11,36.67482,,2008/8/11,26.65423,,2008/8/11,18.80321,,2008/8/11,85.53341,,2008/8/11,42.28537,,2008/8/11,309.8316,,2008/8/11,464.9691,,2008/8/11,56.71603,,2009/11/10,93.982,,2008/8/11,67.4473,,2008/8/11,679.5957,,2008/8/11,284.9842,,2008/8/11,226.354,,2008/8/11,56.06797,,2008/8/11,1218.688,,2008/8/11,1426.98,,2008/8/11,1071.584,,2008/8/11,591.3773,,2008/8/11,1666.602,,2008/8/11,503.556,,2008/8/11,72.8081,,2008/8/11,63.24901,,2009/11/4,444.99
2008/8/12,11.92612,,2008/8/12,17.4687,,2008/8/12,37.14966,,2008/8/12,26.95699,,2008/8/12,19.14074,,2008/8/12,85.61491,,2008/8/12,42.11018,,2008/8/12,314.4946,,2008/8/12,467.6895,,2008/8/12,55.72424,,2009/11/11,92.7418,,2008/8/12,65.97816,,2008/8/12,661.1649,,2008/8/12,286.8225,,2008/8/12,204.6389,,2008/8/12,53.58856,,2008/8/12,1201.509,,2008/8/12,1408.373,,2008/8/12,1057.8,,2008/8/12,583.3508,,2008/8/12,1651.321,,2008/8/12,502.668,,2008/8/12,71.6038,,2008/8/12,62.66549,,2009/11/5,440.71
2008/8/13,11.92435,,2008/8/13,18.46767,,2008/8/13,37.98197,,2008/8/13,26.59263,,2008/8/13,19.47827,,2008/8/13,91.68031,,2008/8/13,45.22849,,2008/8/13,332.6286,,2008/8/13,467.6895,,2008/8/13,55.99974,,2009/11/12,91.7744,,2008/8/13,66.87726,,2008/8/13,687.3745,,2008/8/13,309.1381,,2008/8/13,197.6658,,2008/8/13,54.8078,,2008/8/13,1225.478,,2008/8/13,1444.309,,2008/8/13,1065.071,,2008/8/13,593.2799,,2008/8/13,1703.253,,2008/8/13,510.64459,,2008/8/13,73.0893,,2008/8/13,64.22566,,2009/11/6,429.43
2008/8/14,11.84034,,2008/8/14,19.09203,,2008/8/14,37.06963,,2008/8/14,26.51635,,2008/8/14,18.83134,,2008/8/14,93.07378,,2008/8/14,45.96909,,2008/8/14,330.038,,2008/8/14,469.6482,,2008/8/14,55.88954,,2009/11/13,91.8488,,2008/8/14,66.06307,,2008/8/14,683.4044,,2008/8/14,302.7968,,2008/8/14,195.4343,,2008/8/14,54.8078,,2008/8/14,1213.4189,,2008/8/14,1432.355,,2008/8/14,1062.219,,2008/8/14,587.3484,,2008/8/14,1689.868,,2008/8/14,492.35818,,2008/8/14,71.595,,2008/8/14,61.57568,,2009/11/9,439.5
2008/8/15,11.438,,2008/8/15,18.174219,,2008/8/15,35.78916,,2008/8/15,26.08728,,2008/8/15,18.45162,,2008/8/15,89.19361,,2008/8/15,43.88898,,2008/8/15,315.7899,,2008/8/15,460.7253,,2008/8/15,55.50384,,2009/11/16,91.6504,,2008/8/15,66.16484,,2008/8/15,681.4655,,2008/8/15,296.3762,,2008/8/15,196.4913,,2008/8/15,55.60621,,2008/8/15,1203.264,,2008/8/15,1418.782,,2008/8/15,1035.514,,2008/8/15,590.6332,,2008/8/15,1661.779,,2008/8/15,489.90811,,2008/8/15,69.6261,,2008/8/15,55.44384,,2009/11/10,437.3
2008/8/18,11.52201,,2008/8/18,18.94319,,2008/8/18,35.94388,,2008/8/18,26.30658,,2008/8/18,19.22513,,2008/8/18,92.29271,,2008/8/18,45.72361,,2008/8/18,333.9239,,2008/8/18,461.1606,,2008/8/18,55.68751,,2009/11/17,92.0473,,2008/8/18,65.5063,,2008/8/18,681.1885,,2008/8/18,285.9923,,2008/8/18,199.4862,,2008/8/18,55.09057,,2008/8/18,1197.34,,2008/8/18,1405.707,,2008/8/18,1047.7,,2008/8/18,584.2888,,2008/8/18,1636.571,,2008/8/18,477.8367,,2008/8/18,70.8215,,2008/8/18,56.6745,,2009/11/11,439.19
2008/8/19,11.8094,,2008/8/19,19.33181,,2008/8/19,35.84784,,2008/8/19,26.71658,,2008/8/19,19.22513,,2008/8/19,90.98252,,2008/8/19,44.97425,,2008/8/19,330.5562,,2008/8/19,456.2639,,2008/8/19,55.28344,,2009/11/18,91.0055,,2008/8/19,66.08701,,2008/8/19,702.0544,,2008/8/19,307.1564,,2008/8/19,211.877,,2008/8/19,57.86839,,2008/8/19,1211.726,,2008/8/19,1426.2531,,2008/8/19,1054.182,,2008/8/19,591.309,,2008/8/19,1665.501,,2008/8/19,482.85651,,2008/8/19,71.7972,,2008/8/19,56.68736,,2009/11/12,429.65
2008/8/20,11.75634,,2008/8/20,19.67909,,2008/8/20,36.33335,,2008/8/20,26.92635,,2008/8/20,19.23919,,2008/8/20,93.45172,,2008/8/20,46.48588,,2008/8/20,336.7736,,2008/8/20,457.0256,,2008/8/20,55.17324,,2009/11/19,91.1047,,2008/8/20,65.67992,,2008/8/20,696.9764,,2008/8/20,315.7171,,2008/8/20,208.3535,,2008/8/20,58.01809,,2008/8/20,1224.208,,2008/8/20,1438.954,,2008/8/20,1048.9969,,2008/8/20,599.0237,,2008/8/20,1690.469,,2008/8/20,488.59341,,2008/8/20,71.7533,,2008/8/20,56.40006,,2009/11/13,428.04
2008/8/21,12.56102,,2008/8/21,20.42326,,2008/8/21,37.26169,,2008/8/21,27.39356,,2008/8/21,19.88612,,2008/8/21,95.82014,,2008/8/21,47.66159,,2008/8/21,349.2083,,2008/8/21,462.684,,2008/8/21,54.93447,,2009/11/20,91.9481,,2008/8/21,67.75131,,2008/8/21,729.1985,,2008/8/21,340.7652,,2008/8/21,223.9741,,2008/8/21,62.36778,,2008/8/21,1284.927,,2008/8/21,1508.934,,2008/8/21,1117.703,,2008/8/21,624.5704,,2008/8/21,1772.877,,2008/8/21,499.52939,,2008/8/21,73.7486,,2008/8/21,59.35878,,2009/11/16,441.7
2008/8/22,12.4328,,2008/8/22,20.059441,,2008/8/22,37.14965,,2008/8/22,27.49844,,2008/8/22,19.88612,,2008/8/22,93.02339,,2008/8/22,46.02076,,2008/8/22,343.7681,,2008/8/22,460.3989,,2008/8/22,54.18144,,2009/11/23,92.1465,,2008/8/22,66.30253,,2008/8/22,711.1947,,2008/8/22,330.5399,,2008/8/22,221.0379,,2008/8/22,60.67115,,2008/8/22,1218.285,,2008/8/22,1426.875,,2008/8/22,1078.035,,2008/8/22,593.0171,,2008/8/22,1676.124,,2008/8/22,475.5061,,2008/8/22,73.2652,,2008/8/22,58.27392,,2009/11/17,443.16
2008/8/25,12.68039,,2008/8/25,19.84446,,2008/8/25,36.87755,,2008/8/25,27.32681,,2008/8/25,19.67516,,2008/8/25,90.70536,,2008/8/25,44.69001,,2008/8/25,348.9492,,2008/8/25,460.5077,,2008/8/25,54.3651,,2009/11/24,92.4937,,2008/8/25,66.30253,,2008/8/25,711.1947,,2008/8/25,330.5399,,2008/8/25,221.0379,,2008/8/25,60.67115,,2008/8/25,1220.506,,2008/8/25,1433.35,,2008/8/25,1067.146,,2008/8/25,596.7149,,2008/8/25,1684.707,,2008/8/25,474.3707,,2008/8/25,72.5795,,2008/8/25,57.79795,,2009/11/18,443.68
2008/8/26,12.75113,,2008/8/26,19.646021,,2008/8/26,37.05895,,2008/8/26,28.21355,,2008/8/26,19.80173,,2008/8/26,89.49596,,2008/8/26,44.16029,,2008/8/26,348.3016,,2008/8/26,460.2901,,2008/8/26,53.99778,,2009/11/25,92.5681,,2008/8/26,65.71583,,2008/8/26,703.8085,,2008/8/26,317.3817,,2008/8/26,217.7493,,2008/8/26,59.24897,,2008/8/26,1227.17,,2008/8/26,1447.7939,,2008/8/26,1081.665,,2008/8/26,607.1138,,2008/8/26,1716.398,,2008/8/26,501.2027,,2008/8/26,72.7905,,2008/8/26,58.65126,,2009/11/19,435.54
2008/8/27,13.11368,,2008/8/27,19.71217,,2008/8/27,37.68318,,2008/8/27,28.24215,,2008/8/27,19.11261,,2008/8/27,86.97637,,2008/8/27,42.6745,,2008/8/27,349.2083,,2008/8/27,451.6937,,2008/8/27,51.79379,,2009/11/27,91.7744,,2008/8/27,65.60807,,2008/8/27,710.2714,,2008/8/27,332.5215,,2008/8/27,241.4739,,2008/8/27,61.22837,,2008/8/27,1243.8831,,2008/8/27,1471.204,,2008/8/27,1087.887,,2008/8/27,615.9547,,2008/8/27,1750.91,,2008/8/27,514.40948,,2008/8/27,73.3091,,2008/8/27,58.17958,,2009/11/20,433.84
2008/8/28,12.64502,,2008/8/28,19.43931,,2008/8/28,37.0056,,2008/8/28,28.18494,,2008/8/28,18.60632,,2008/8/28,85.38903,,2008/8/28,41.91222,,2008/8/28,342.9909,,2008/8/28,451.9113,,2008/8/28,50.34283,,2009/11/30,92.2209,,2008/8/28,64.77592,,2008/8/28,698.5459,,2008/8/28,324.5949,,2008/8/28,239.2424,,2008/8/28,59.53174,,2008/8/28,1221.246,,2008/8/28,1439.327,,2008/8/28,1078.553,,2008/8/28,601.0509,,2008/8/28,1719.219,,2008/8/28,481.06369,,2008/8/28,73.5904,,2008/8/28,58.76704,,2009/11/23,435.22
2008/8/29,12.75113,,2008/8/29,19.34836,,2008/8/29,37.22968,,2008/8/29,27.79401,,2008/8/29,17.94532,,2008/8/29,84.60796,,2008/8/29,41.40834,,2008/8/29,342.9909,,2008/8/29,452.8906,,2008/8/29,50.26936,,2009/12/1,92.7418,,2008/8/29,64.39277,,2008/8/29,696.4224,,2008/8/29,320.3145,,2008/8/29,231.9606,,2008/8/29,59.98085,,2008/8/29,1220.506,,2008/8/29,1437.708,,2008/8/29,1076.22,,2008/8/29,599.1363,,2008/8/29,1713.097,,2008/8/29,474.6694,,2008/8/29,73.4146,,2008/8/29,58.77562,,2009/11/24,428.05
2008/9/2,11.77844,,2008/9/2,18.82744,,2008/9/2,37.44309,,2008/9/2,27.5461,,2008/9/2,17.875,,2008/9/2,81.76082,,2008/9/2,39.62539,,2008/9/2,336.385,,2008/9/2,451.5848,,2008/9/2,51.09586,,2009/12/2,93.213,,2008/9/2,63.8839,,2008/9/2,673.2483,,2008/9/2,307.4258,,2008/9/2,223.8567,,2008/9/2,58.9163,,2008/9/2,1161.797,,2008/9/2,1366.109,,2008/9/2,1022.033,,2008/9/2,576.9308,,2008/9/2,1640.773,,2008/9/2,433.91339,,2008/9/2,71.2434,,2008/9/2,56.36576,,2009/11/25,439.03
2008/9/3,11.84034,,2008/9/3,18.595921,,2008/9/3,37.18166,,2008/9/3,27.34587,,2008/9/3,17.59373,,2008/9/3,82.54189,,2008/9/3,40.03883,,2008/9/3,324.2093,,2008/9/3,448.9732,,2008/9/3,50.43466,,2009/12/3,92.3697,,2008/9/3,63.40497,,2008/9/3,682.1117,,2008/9/3,309.6928,,2008/9/3,228.0848,,2008/9/3,59.14085,,2008/9/3,1157.566,,2008/9/3,1361.626,,2008/9/3,1015.551,,2008/9/3,577.9069,,2008/9/3,1660.64,,2008/9/3,434.09271,,2008/9/3,71.0413,,2008/9/3,55.51674,,2009/11/27,432.15
2008/9/4,11.71654,,2008/9/4,18.67034,,2008/9/4,36.52542,,2008/9/4,27.9847,,2008/9/4,17.79062,,2008/9/4,82.54189,,2008/9/4,40.15511,,2008/9/4,319.9349,,2008/9/4,449.6261,,2008/9/4,50.71016,,2009/12/4,92.6178,,2008/9/4,63.44688,,2008/9/4,670.3862,,2008/9/4,303.8113,,2008/9/4,221.6251,,2008/9/4,59.93095,,2008/9/4,1139.901,,2008/9/4,1343.446,,2008/9/4,1012.699,,2008/9/4,567.5643,,2008/9/4,1644.795,,2008/9/4,437.55869,,2008/9/4,70.6018,,2008/9/4,55.48672,,2009/11/30,437.19
2008/9/5,11.65464,,2008/9/5,18.14115,,2008/9/5,35.12757,,2008/9/5,27.20284,,2008/9/5,17.63592,,2008/9/5,80.12308,,2008/9/5,38.83728,,2008/9/5,304.9096,,2008/9/5,448.1027,,2008/9/5,51.00402,,2009/12/7,92.1217,,2008/9/5,62.72848,,2008/9/5,639.826,,2008/9/5,294.1567,,2008/9/5,211.319,,2008/9/5,57.81848,,2008/9/5,1117.8979,,2008/9/5,1322.776,,2008/9/5,992.4761,,2008/9/5,559.8872,,2008/9/5,1612.204,,2008/9/5,445.14819,,2008/9/5,70.5666,,2008/9/5,52.8496,,2009/12/1,441.67
2008/9/8,11.3982,,2008/9/8,18.15769,,2008/9/8,34.99952,,2008/9/8,27.26958,,2008/9/8,17.39684,,2008/9/8,79.09005,,2008/9/8,38.43676,,2008/9/8,308.7954,,2008/9/8,448.538,,2008/9/8,50.5816,,2009/12/8,91.3298,,2008/9/8,62.74045,,2008/9/8,644.7193,,2008/9/8,298.0724,,2008/9/8,216.6629,,2008/9/8,58.45887,,2008/9/8,1111.657,,2008/9/8,1324.146,,2008/9/8,996.6244,,2008/9/8,565.5747,,2008/9/8,1650.737,,2008/9/8,449.80939,,2008/9/8,70.5402,,2008/9/8,51.73472,,2009/12/2,434.4
2008/9/9,11.32746,,2008/9/9,18.00886,,2008/9/9,34.29526,,2008/9/9,26.71656,,2008/9/9,17.05976,,2008/9/9,77.80506,,2008/9/9,37.752,,2008/9/9,311.1269,,2008/9/9,446.4347,,2008/9/9,49.24274,,2009/12/9,90.2535,,2008/9/9,61.60945,,2008/9/9,633.0986,,2008/9/9,292.5097,,2008/9/9,207.0835,,2008/9/9,56.75063,,2008/9/9,1079.203,,2008/9/9,1285.39,,2008/9/9,975.5981,,2008/9/9,549.003,,2008/9/9,1593.703,,2008/9/9,449.70291,,2008/9/9,69.6173,,2008/9/9,50.23392,,2009/12/3,433.7
2008/9/10,11.46894,,2008/9/10,17.752541,,2008/9/10,34.16721,,2008/9/10,26.85005,,2008/9/10,17.10774,,2008/9/10,76.99879,,2008/9/10,37.50652,,2008/9/10,305.1686,,2008/9/10,441.9375,,2008/9/10,49.50888,,2009/12/10,89.9628,,2008/9/10,62.16217,,2008/9/10,634.2444,,2008/9/10,292.4558,,2008/9/10,210.4801,,2008/9/10,57.81147,,2008/9/10,1065.903,,2008/9/10,1276.63,,2008/9/10,955.9423,,2008/9/10,544.7158,,2008/9/10,1595.89,,2008/9/10,440.63959,,2008/9/10,67.0242,,2008/9/10,46.69632,,2009/12/4,429.3
2008/9/11,11.23019,,2008/9/11,17.63678,,2008/9/11,34.07117,,2008/9/11,26.40191,,2008/9/11,16.79372,,2008/9/11,77.02399,,2008/9/11,37.53236,,2008/9/11,304.6505,,2008/9/11,443.2097,,2008/9/11,50.19913,,2009/12/11,90.7004,,2008/9/11,62.01793,,2008/9/11,642.8607,,2008/9/11,292.4495,,2008/9/11,217.1529,,2008/9/11,59.27285,,2008/9/11,1050.204,,2008/9/11,1255.5031,,2008/9/11,961.5749,,2008/9/11,546.6604,,2008/9/11,1622.62,,2008/9/11,432.47159,,2008/9/11,65.5299,,2008/9/11,45.25984,,2009/12/7,425.18
2008/9/12,11.31862,,2008/9/12,18.629,,2008/9/12,34.4233,,2008/9/12,26.54493,,2008/9/12,17.35537,,2008/9/12,76.54527,,2008/9/12,37.1706,,2008/9/12,311.386,,2008/9/12,445.1028,,2008/9/12,48.82304,,2009/12/14,90.7004,,2008/9/12,63.08328,,2008/9/12,661.1573,,2008/9/12,304.3229,,2008/9/12,227.1072,,2008/9/12,62.30785,,2008/9/12,1052.5909,,2008/9/12,1259.459,,2008/9/12,969.6315,,2008/9/12,550.8449,,2008/9/12,1633.269,,2008/9/12,438.50641,,2008/9/12,67.2,,2008/9/12,46.28896,,2009/12/8,420.49
2008/9/15,11.52642,,2008/9/15,18.58766,,2008/9/15,33.14817,,2008/9/15,26.51633,,2008/9/15,17.13318,,2008/9/15,76.94841,,2008/9/15,37.57112,,2008/9/15,305.4277,,2008/9/15,451.7509,,2008/9/15,49.75764,,2009/12/15,91.6823,,2008/9/15,60.72375,,2008/9/15,643.4783,,2008/9/15,286.1237,,2008/9/15,216.5577,,2008/9/15,58.2081,,2008/9/15,999.2569,,2008/9/15,1190.298,,2008/9/15,926.4966,,2008/9/15,523.8916,,2008/9/15,1519.979,,2008/9/15,439.36719,,2008/9/15,69.1778,,2008/9/15,47.74688,,2009/12/9,410.95
